Consumer Price Index item,Month of forecast,Year of forecast,Year being forecast,Attribute,Forecast percent change
Fats and oils,10,2020,2020,Mid point of prediction interval,1.7
Fats and oils,10,2020,2020,Upper bound of prediction interval,2.4
Fats and oils,11,2020,2020,Lower bound of prediction interval,1.1
Fats and oils,11,2020,2020,Mid point of prediction interval,1.6
Fats and oils,11,2020,2020,Upper bound of prediction interval,2
Fats and oils,12,2020,2020,Lower bound of prediction interval,1.1
Fats and oils,12,2020,2020,Mid point of prediction interval,1.3
Fats and oils,12,2020,2020,Upper bound of prediction interval,1.5
Fruits and vegetables,7,2019,2020,Lower bound of prediction interval,-8.4
Fruits and vegetables,7,2019,2020,Mid point of prediction interval,-1.4
Fruits and vegetables,7,2019,2020,Upper bound of prediction interval,6.5
Fruits and vegetables,8,2019,2020,Lower bound of prediction interval,-8.5
Fruits and vegetables,8,2019,2020,Mid point of prediction interval,0
Fruits and vegetables,8,2019,2020,Upper bound of prediction interval,9.4
Fruits and vegetables,9,2019,2020,Lower bound of prediction interval,-8.2
Fruits and vegetables,9,2019,2020,Mid point of prediction interval,-0.2
Fruits and vegetables,9,2019,2020,Upper bound of prediction interval,8.7
Fruits and vegetables,10,2019,2020,Lower bound of prediction interval,-8.1
Fruits and vegetables,10,2019,2020,Mid point of prediction interval,-0.7
Fruits and vegetables,10,2019,2020,Upper bound of prediction interval,7.5
Fruits and vegetables,11,2019,2020,Lower bound of prediction interval,-6
Fruits and vegetables,11,2019,2020,Mid point of prediction interval,1
Fruits and vegetables,11,2019,2020,Upper bound of prediction interval,8.8
Fruits and vegetables,12,2019,2020,Lower bound of prediction interval,-7.8
Fruits and vegetables,12,2019,2020,Mid point of prediction interval,-1.5
Fruits and vegetables,12,2019,2020,Upper bound of prediction interval,5.3
Fruits and vegetables,1,2020,2020,Lower bound of prediction interval,-5.6
Fruits and vegetables,1,2020,2020,Mid point of prediction interval,-1.1
Fruits and vegetables,1,2020,2020,Upper bound of prediction interval,3.7
Fruits and vegetables,2,2020,2020,Lower bound of prediction interval,-3.8
Fruits and vegetables,2,2020,2020,Mid point of prediction interval,0.3
Fruits and vegetables,2,2020,2020,Upper bound of prediction interval,4.6
Fruits and vegetables,3,2020,2020,Lower bound of prediction interval,-4.1
Fruits and vegetables,3,2020,2020,Mid point of prediction interval,-0.6
Fruits and vegetables,3,2020,2020,Upper bound of prediction interval,3.2
Fruits and vegetables,4,2020,2020,Lower bound of prediction interval,-3.4
Fruits and vegetables,4,2020,2020,Mid point of prediction interval,-0.3
Fruits and vegetables,4,2020,2020,Upper bound of prediction interval,2.9
Fruits and vegetables,5,2020,2020,Lower bound of prediction interval,-1.7
Fruits and vegetables,5,2020,2020,Mid point of prediction interval,1
Fruits and vegetables,5,2020,2020,Upper bound of prediction interval,3.7
Fruits and vegetables,6,2020,2020,Lower bound of prediction interval,-1.1
Fruits and vegetables,6,2020,2020,Mid point of prediction interval,1.2
Fruits and vegetables,6,2020,2020,Upper bound of prediction interval,3.5
Fruits and vegetables,7,2020,2020,Lower bound of prediction interval,-0.8
Fruits and vegetables,7,2020,2020,Mid point of prediction interval,1
Fruits and vegetables,7,2020,2020,Upper bound of prediction interval,2.9
Fruits and vegetables,8,2020,2020,Lower bound of prediction interval,-0.2
Fruits and vegetables,8,2020,2020,Mid point of prediction interval,1.3
Fruits and vegetables,8,2020,2020,Upper bound of prediction interval,2.7
Fruits and vegetables,9,2020,2020,Lower bound of prediction interval,0.2
Fruits and vegetables,9,2020,2020,Mid point of prediction interval,1.3
Fruits and vegetables,9,2020,2020,Upper bound of prediction interval,2.4
Fruits and vegetables,10,2020,2020,Lower bound of prediction interval,0.5
Fruits and vegetables,10,2020,2020,Mid point of prediction interval,1.3
Fruits and vegetables,10,2020,2020,Upper bound of prediction interval,2
Fruits and vegetables,11,2020,2020,Lower bound of prediction interval,1
Fruits and vegetables,11,2020,2020,Mid point of prediction interval,1.5
Fruits and vegetables,11,2020,2020,Upper bound of prediction interval,2
Fruits and vegetables,12,2020,2020,Lower bound of prediction interval,1.1
Fruits and vegetables,12,2020,2020,Mid point of prediction interval,1.3
Fruits and vegetables,12,2020,2020,Upper bound of prediction interval,1.6
Fresh fruits and vegetables,7,2019,2020,Lower bound of prediction interval,-12.7
Fresh fruits and vegetables,7,2019,2020,Mid point of prediction interval,-1.9
Fresh fruits and vegetables,7,2019,2020,Upper bound of prediction interval,10.3
Fresh fruits and vegetables,8,2019,2020,Lower bound of prediction interval,-9.3
Fresh fruits and vegetables,8,2019,2020,Mid point of prediction interval,1.4
Fresh fruits and vegetables,8,2019,2020,Upper bound of prediction interval,13.3
Fresh fruits and vegetables,9,2019,2020,Lower bound of prediction interval,-9.9
Fresh fruits and vegetables,9,2019,2020,Mid point of prediction interval,-0.1
Fresh fruits and vegetables,9,2019,2020,Upper bound of prediction interval,10.9
Fresh fruits and vegetables,10,2019,2020,Lower bound of prediction interval,-11
Fresh fruits and vegetables,10,2019,2020,Mid point of prediction interval,-1.7
Fresh fruits and vegetables,10,2019,2020,Upper bound of prediction interval,8.4
Fresh fruits and vegetables,11,2019,2020,Lower bound of prediction interval,-8.2
Fresh fruits and vegetables,11,2019,2020,Mid point of prediction interval,0.8
Fresh fruits and vegetables,11,2019,2020,Upper bound of prediction interval,10.4
Fresh fruits and vegetables,12,2019,2020,Lower bound of prediction interval,-9.6
Fresh fruits and vegetables,12,2019,2020,Mid point of prediction interval,-1.7
Fresh fruits and vegetables,12,2019,2020,Upper bound of prediction interval,6.6
Fresh fruits and vegetables,1,2020,2020,Lower bound of prediction interval,-6.3
Fresh fruits and vegetables,1,2020,2020,Mid point of prediction interval,-1.1
Fresh fruits and vegetables,1,2020,2020,Upper bound of prediction interval,4.4
Fresh fruits and vegetables,2,2020,2020,Lower bound of prediction interval,-4.5
Fresh fruits and vegetables,2,2020,2020,Mid point of prediction interval,0.2
Fresh fruits and vegetables,2,2020,2020,Upper bound of prediction interval,5.1
Fresh fruits and vegetables,3,2020,2020,Lower bound of prediction interval,-5
Fresh fruits and vegetables,3,2020,2020,Mid point of prediction interval,-0.9
Fresh fruits and vegetables,3,2020,2020,Upper bound of prediction interval,3.4
Fresh fruits and vegetables,4,2020,2020,Lower bound of prediction interval,-4.2
Fresh fruits and vegetables,4,2020,2020,Mid point of prediction interval,-0.5
Fresh fruits and vegetables,4,2020,2020,Upper bound of prediction interval,3.3
Fresh fruits and vegetables,5,2020,2020,Lower bound of prediction interval,-2.9
Fresh fruits and vegetables,5,2020,2020,Mid point of prediction interval,0.3
Fresh fruits and vegetables,5,2020,2020,Upper bound of prediction interval,3.6
Fresh fruits and vegetables,6,2020,2020,Lower bound of prediction interval,-2.3
Fresh fruits and vegetables,6,2020,2020,Mid point of prediction interval,0.4
Fresh fruits and vegetables,6,2020,2020,Upper bound of prediction interval,3.3
Fresh fruits and vegetables,7,2020,2020,Lower bound of prediction interval,-2
Fresh fruits and vegetables,7,2020,2020,Mid point of prediction interval,0.2
Fresh fruits and vegetables,7,2020,2020,Upper bound of prediction interval,2.6
Fresh fruits and vegetables,8,2020,2020,Lower bound of prediction interval,-1.4
Fresh fruits and vegetables,8,2020,2020,Mid point of prediction interval,0.4
Fresh fruits and vegetables,8,2020,2020,Upper bound of prediction interval,2.3
Fresh fruits and vegetables,9,2020,2020,Lower bound of prediction interval,-0.8
Fresh fruits and vegetables,9,2020,2020,Mid point of prediction interval,0.5
Fresh fruits and vegetables,9,2020,2020,Upper bound of prediction interval,1.9
Fresh fruits and vegetables,10,2020,2020,Lower bound of prediction interval,-0.4
Fresh fruits and vegetables,10,2020,2020,Mid point of prediction interval,0.6
Fresh fruits and vegetables,10,2020,2020,Upper bound of prediction interval,1.5
Fresh fruits and vegetables,11,2020,2020,Lower bound of prediction interval,0.5
Fresh fruits and vegetables,11,2020,2020,Mid point of prediction interval,1
Fresh fruits and vegetables,11,2020,2020,Upper bound of prediction interval,1.6
Fresh fruits and vegetables,12,2020,2020,Lower bound of prediction interval,0.5
Fresh fruits and vegetables,12,2020,2020,Mid point of prediction interval,0.8
Fresh fruits and vegetables,12,2020,2020,Upper bound of prediction interval,1
Fresh fruits,7,2019,2020,Lower bound of prediction interval,-11.1
Fresh fruits,7,2019,2020,Mid point of prediction interval,-0.8
Fresh fruits,7,2019,2020,Upper bound of prediction interval,10.7
Fresh fruits,8,2019,2020,Lower bound of prediction interval,-12.7
Fresh fruits,8,2019,2020,Mid point of prediction interval,-3.1
Fresh fruits,8,2019,2020,Upper bound of prediction interval,7.8
Fresh fruits,9,2019,2020,Lower bound of prediction interval,-10.4
Fresh fruits,9,2019,2020,Mid point of prediction interval,-1
Fresh fruits,9,2019,2020,Upper bound of prediction interval,9.3
Fresh fruits,10,2019,2020,Lower bound of prediction interval,-10.1
Fresh fruits,10,2019,2020,Mid point of prediction interval,-1.3
Fresh fruits,10,2019,2020,Upper bound of prediction interval,8.5
Fresh fruits,11,2019,2020,Lower bound of prediction interval,-7.7
Fresh fruits,11,2019,2020,Mid point of prediction interval,0.5
Fresh fruits,11,2019,2020,Upper bound of prediction interval,9.8
Fresh fruits,12,2019,2020,Lower bound of prediction interval,-9.7
Fresh fruits,12,2019,2020,Mid point of prediction interval,-2.1
Fresh fruits,12,2019,2020,Upper bound of prediction interval,6.2
Fresh fruits,1,2020,2020,Lower bound of prediction interval,-8.8
Fresh fruits,1,2020,2020,Mid point of prediction interval,-2
Fresh fruits,1,2020,2020,Upper bound of prediction interval,5.7
Fresh fruits,2,2020,2020,Lower bound of prediction interval,-8.2
Fresh fruits,2,2020,2020,Mid point of prediction interval,-2.1
Fresh fruits,2,2020,2020,Upper bound of prediction interval,4.5
Fresh fruits,3,2020,2020,Lower bound of prediction interval,-7.8
Fresh fruits,3,2020,2020,Mid point of prediction interval,-2.6
Fresh fruits,3,2020,2020,Upper bound of prediction interval,3.2
Fresh fruits,4,2020,2020,Lower bound of prediction interval,-6.7
Fresh fruits,4,2020,2020,Mid point of prediction interval,-2.2
Fresh fruits,4,2020,2020,Upper bound of prediction interval,2.8
Fresh fruits,5,2020,2020,Lower bound of prediction interval,-4.5
Fresh fruits,5,2020,2020,Mid point of prediction interval,-0.5
Fresh fruits,5,2020,2020,Upper bound of prediction interval,3.7
Fresh fruits,6,2020,2020,Lower bound of prediction interval,-3.7
Fresh fruits,6,2020,2020,Mid point of prediction interval,-0.4
Fresh fruits,6,2020,2020,Upper bound of prediction interval,3.2
Fresh fruits,7,2020,2020,Lower bound of prediction interval,-3.8
Fresh fruits,7,2020,2020,Mid point of prediction interval,-1.5
Fresh fruits,7,2020,2020,Upper bound of prediction interval,0.8
Fresh fruits,8,2020,2020,Lower bound of prediction interval,-3.2
Fresh fruits,8,2020,2020,Mid point of prediction interval,-1.4
Fresh fruits,8,2020,2020,Upper bound of prediction interval,0.5
Fresh fruits,9,2020,2020,Lower bound of prediction interval,-2.5
Fresh fruits,9,2020,2020,Mid point of prediction interval,-1.1
Fresh fruits,9,2020,2020,Upper bound of prediction interval,0.3
Fresh fruits,10,2020,2020,Lower bound of prediction interval,-2.1
Fresh fruits,10,2020,2020,Mid point of prediction interval,-1.1
Fresh fruits,10,2020,2020,Upper bound of prediction interval,-0.1
Fresh fruits,11,2020,2020,Lower bound of prediction interval,-1.3
Fresh fruits,11,2020,2020,Mid point of prediction interval,-0.6
Fresh fruits,11,2020,2020,Upper bound of prediction interval,0.1
Fresh fruits,12,2020,2020,Lower bound of prediction interval,-1.1
Fresh fruits,12,2020,2020,Mid point of prediction interval,-0.8
Fresh fruits,12,2020,2020,Upper bound of prediction interval,-0.5
Fresh vegetables,7,2019,2020,Lower bound of prediction interval,-7.6
Fresh vegetables,7,2019,2020,Mid point of prediction interval,-1.7
Fresh vegetables,7,2019,2020,Upper bound of prediction interval,4.3
Fresh vegetables,8,2019,2020,Lower bound of prediction interval,-6.8
Fresh vegetables,8,2019,2020,Mid point of prediction interval,-0.9
Fresh vegetables,8,2019,2020,Upper bound of prediction interval,5.4
Fresh vegetables,9,2019,2020,Lower bound of prediction interval,-7.3
Fresh vegetables,9,2019,2020,Mid point of prediction interval,-1.5
Fresh vegetables,9,2019,2020,Upper bound of prediction interval,4.7
Fresh vegetables,10,2019,2020,Lower bound of prediction interval,-7.6
Fresh vegetables,10,2019,2020,Mid point of prediction interval,-2.1
Fresh vegetables,10,2019,2020,Upper bound of prediction interval,3.9
Fresh vegetables,11,2019,2020,Lower bound of prediction interval,-6.9
Fresh vegetables,11,2019,2020,Mid point of prediction interval,-1.3
Fresh vegetables,11,2019,2020,Upper bound of prediction interval,4.6
Fresh vegetables,12,2019,2020,Lower bound of prediction interval,-6.8
Fresh vegetables,12,2019,2020,Mid point of prediction interval,-1.6
Fresh vegetables,12,2019,2020,Upper bound of prediction interval,3.9
Fresh vegetables,1,2020,2020,Lower bound of prediction interval,-6.1
Fresh vegetables,1,2020,2020,Mid point of prediction interval,-1.5
Fresh vegetables,1,2020,2020,Upper bound of prediction interval,3.4
Fresh vegetables,2,2020,2020,Lower bound of prediction interval,-3.6
Fresh vegetables,2,2020,2020,Mid point of prediction interval,0.9
Fresh vegetables,2,2020,2020,Upper bound of prediction interval,5.7
Fresh vegetables,3,2020,2020,Lower bound of prediction interval,-4.4
Fresh vegetables,3,2020,2020,Mid point of prediction interval,-0.3
Fresh vegetables,3,2020,2020,Upper bound of prediction interval,3.9
Fresh vegetables,4,2020,2020,Lower bound of prediction interval,-4
Fresh vegetables,4,2020,2020,Mid point of prediction interval,-0.3
Fresh vegetables,4,2020,2020,Upper bound of prediction interval,3.6
Fresh vegetables,5,2020,2020,Lower bound of prediction interval,-2.8
Fresh vegetables,5,2020,2020,Mid point of prediction interval,0.5
Fresh vegetables,5,2020,2020,Upper bound of prediction interval,4.1
Fresh vegetables,6,2020,2020,Lower bound of prediction interval,-1.8
Fresh vegetables,6,2020,2020,Mid point of prediction interval,1.2
Fresh vegetables,6,2020,2020,Upper bound of prediction interval,4.3
Fresh vegetables,7,2020,2020,Lower bound of prediction interval,-0.9
Fresh vegetables,7,2020,2020,Mid point of prediction interval,1.7
Fresh vegetables,7,2020,2020,Upper bound of prediction interval,4.4
Fresh vegetables,8,2020,2020,Lower bound of prediction interval,0
Fresh vegetables,8,2020,2020,Mid point of prediction interval,2.1
Fresh vegetables,8,2020,2020,Upper bound of prediction interval,4.3
Fresh vegetables,9,2020,2020,Lower bound of prediction interval,0.3
Fresh vegetables,9,2020,2020,Mid point of prediction interval,1.9
Fresh vegetables,9,2020,2020,Upper bound of prediction interval,3.6
Fresh vegetables,10,2020,2020,Lower bound of prediction interval,0.9
Fresh vegetables,10,2020,2020,Mid point of prediction interval,2.1
Fresh vegetables,10,2020,2020,Upper bound of prediction interval,3.3
Fresh vegetables,11,2020,2020,Lower bound of prediction interval,1.9
Fresh vegetables,11,2020,2020,Mid point of prediction interval,2.6
Fresh vegetables,11,2020,2020,Upper bound of prediction interval,3.4
Fresh vegetables,12,2020,2020,Lower bound of prediction interval,2.1
Fresh vegetables,12,2020,2020,Mid point of prediction interval,2.5
Fresh vegetables,12,2020,2020,Upper bound of prediction interval,2.8
Processed fruits and vegetables,7,2019,2020,Lower bound of prediction interval,-7.1
Processed fruits and vegetables,7,2019,2020,Mid point of prediction interval,-0.7
Processed fruits and vegetables,7,2019,2020,Upper bound of prediction interval,5.9
Processed fruits and vegetables,8,2019,2020,Lower bound of prediction interval,-5
Processed fruits and vegetables,8,2019,2020,Mid point of prediction interval,1
Processed fruits and vegetables,8,2019,2020,Upper bound of prediction interval,7.5
Processed fruits and vegetables,9,2019,2020,Lower bound of prediction interval,-5
Processed fruits and vegetables,9,2019,2020,Mid point of prediction interval,1.1
Processed fruits and vegetables,9,2019,2020,Upper bound of prediction interval,7.4
Processed fruits and vegetables,10,2019,2020,Lower bound of prediction interval,-5.1
Processed fruits and vegetables,10,2019,2020,Mid point of prediction interval,0.7
Processed fruits and vegetables,10,2019,2020,Upper bound of prediction interval,6.5
Processed fruits and vegetables,11,2019,2020,Lower bound of prediction interval,-5.5
Processed fruits and vegetables,11,2019,2020,Mid point of prediction interval,-0.3
Processed fruits and vegetables,11,2019,2020,Upper bound of prediction interval,5.1
Processed fruits and vegetables,12,2019,2020,Lower bound of prediction interval,-5.8
Processed fruits and vegetables,12,2019,2020,Mid point of prediction interval,-1
Processed fruits and vegetables,12,2019,2020,Upper bound of prediction interval,3.8
Processed fruits and vegetables,1,2020,2020,Lower bound of prediction interval,-5.7
Processed fruits and vegetables,1,2020,2020,Mid point of prediction interval,-0.9
Processed fruits and vegetables,1,2020,2020,Upper bound of prediction interval,4
Processed fruits and vegetables,2,2020,2020,Lower bound of prediction interval,-3.8
Processed fruits and vegetables,2,2020,2020,Mid point of prediction interval,0.4
Processed fruits and vegetables,2,2020,2020,Upper bound of prediction interval,4.8
Processed fruits and vegetables,3,2020,2020,Lower bound of prediction interval,-2.9
Processed fruits and vegetables,3,2020,2020,Mid point of prediction interval,0.6
Processed fruits and vegetables,3,2020,2020,Upper bound of prediction interval,4.5
Processed fruits and vegetables,4,2020,2020,Lower bound of prediction interval,-2
Processed fruits and vegetables,4,2020,2020,Mid point of prediction interval,1.1
Processed fruits and vegetables,4,2020,2020,Upper bound of prediction interval,4.4
Processed fruits and vegetables,5,2020,2020,Lower bound of prediction interval,0.4
Processed fruits and vegetables,5,2020,2020,Mid point of prediction interval,3
Processed fruits and vegetables,5,2020,2020,Upper bound of prediction interval,5.7
Processed fruits and vegetables,6,2020,2020,Lower bound of prediction interval,1.3
Processed fruits and vegetables,6,2020,2020,Mid point of prediction interval,3.7
Processed fruits and vegetables,6,2020,2020,Upper bound of prediction interval,6.3
Processed fruits and vegetables,7,2020,2020,Lower bound of prediction interval,2
Processed fruits and vegetables,7,2020,2020,Mid point of prediction interval,4
Processed fruits and vegetables,7,2020,2020,Upper bound of prediction interval,6.1
Processed fruits and vegetables,8,2020,2020,Lower bound of prediction interval,2.3
Processed fruits and vegetables,8,2020,2020,Mid point of prediction interval,3.8
Processed fruits and vegetables,8,2020,2020,Upper bound of prediction interval,5.5
Processed fruits and vegetables,9,2020,2020,Lower bound of prediction interval,2.6
Processed fruits and vegetables,9,2020,2020,Mid point of prediction interval,3.8
Processed fruits and vegetables,9,2020,2020,Upper bound of prediction interval,5
Processed fruits and vegetables,10,2020,2020,Lower bound of prediction interval,3
Processed fruits and vegetables,10,2020,2020,Mid point of prediction interval,3.8
Processed fruits and vegetables,10,2020,2020,Upper bound of prediction interval,4.6
Processed fruits and vegetables,11,2020,2020,Lower bound of prediction interval,3
Processed fruits and vegetables,11,2020,2020,Mid point of prediction interval,3.5
Processed fruits and vegetables,11,2020,2020,Upper bound of prediction interval,4
Processed fruits and vegetables,12,2020,2020,Lower bound of prediction interval,3.2
Processed fruits and vegetables,12,2020,2020,Mid point of prediction interval,3.4
Processed fruits and vegetables,12,2020,2020,Upper bound of prediction interval,3.6
Sugar and sweets,7,2019,2020,Lower bound of prediction interval,-3.8
Sugar and sweets,7,2019,2020,Mid point of prediction interval,0.8
Sugar and sweets,7,2019,2020,Upper bound of prediction interval,5.6
Sugar and sweets,8,2019,2020,Lower bound of prediction interval,-3.3
Sugar and sweets,8,2019,2020,Mid point of prediction interval,1
Sugar and sweets,8,2019,2020,Upper bound of prediction interval,5.5
Sugar and sweets,9,2019,2020,Lower bound of prediction interval,-3.3
Sugar and sweets,9,2019,2020,Mid point of prediction interval,0.6
Sugar and sweets,9,2019,2020,Upper bound of prediction interval,4.7
Sugar and sweets,10,2019,2020,Lower bound of prediction interval,-1.3
Sugar and sweets,10,2019,2020,Mid point of prediction interval,2.6
Sugar and sweets,10,2019,2020,Upper bound of prediction interval,6.7
Sugar and sweets,11,2019,2020,Lower bound of prediction interval,-1.1
Sugar and sweets,11,2019,2020,Mid point of prediction interval,2.5
Sugar and sweets,11,2019,2020,Upper bound of prediction interval,6.3
Sugar and sweets,12,2019,2020,Lower bound of prediction interval,-0.5
Sugar and sweets,12,2019,2020,Mid point of prediction interval,2.7
Sugar and sweets,12,2019,2020,Upper bound of prediction interval,6.2
Sugar and sweets,1,2020,2020,Lower bound of prediction interval,-1.7
Sugar and sweets,1,2020,2020,Mid point of prediction interval,1.2
Sugar and sweets,1,2020,2020,Upper bound of prediction interval,4.2
Sugar and sweets,2,2020,2020,Lower bound of prediction interval,0.8
Sugar and sweets,2,2020,2020,Mid point of prediction interval,3.7
Sugar and sweets,2,2020,2020,Upper bound of prediction interval,6.6
Sugar and sweets,3,2020,2020,Lower bound of prediction interval,0.7
Sugar and sweets,3,2020,2020,Mid point of prediction interval,2.9
Sugar and sweets,3,2020,2020,Upper bound of prediction interval,5.2
Sugar and sweets,4,2020,2020,Lower bound of prediction interval,1.5
Sugar and sweets,4,2020,2020,Mid point of prediction interval,3.3
Sugar and sweets,4,2020,2020,Upper bound of prediction interval,5.1
Sugar and sweets,5,2020,2020,Lower bound of prediction interval,2
Sugar and sweets,5,2020,2020,Mid point of prediction interval,3.5
Sugar and sweets,5,2020,2020,Upper bound of prediction interval,5.1
Sugar and sweets,6,2020,2020,Lower bound of prediction interval,2.5
Sugar and sweets,6,2020,2020,Mid point of prediction interval,3.8
Sugar and sweets,6,2020,2020,Upper bound of prediction interval,5.1
Sugar and sweets,7,2020,2020,Lower bound of prediction interval,2.3
Sugar and sweets,7,2020,2020,Mid point of prediction interval,3.4
Sugar and sweets,7,2020,2020,Upper bound of prediction interval,4.4
Sugar and sweets,8,2020,2020,Lower bound of prediction interval,2.1
Sugar and sweets,8,2020,2020,Mid point of prediction interval,2.9
Sugar and sweets,8,2020,2020,Upper bound of prediction interval,3.8
Sugar and sweets,9,2020,2020,Lower bound of prediction interval,2.4
Sugar and sweets,9,2020,2020,Mid point of prediction interval,3
Sugar and sweets,9,2020,2020,Upper bound of prediction interval,3.7
Sugar and sweets,10,2020,2020,Lower bound of prediction interval,2.7
Sugar and sweets,10,2020,2020,Mid point of prediction interval,3.2
Sugar and sweets,10,2020,2020,Upper bound of prediction interval,3.7
Sugar and sweets,11,2020,2020,Lower bound of prediction interval,3
Sugar and sweets,11,2020,2020,Mid point of prediction interval,3.4
Sugar and sweets,11,2020,2020,Upper bound of prediction interval,3.7
Sugar and sweets,12,2020,2020,Lower bound of prediction interval,3.1
Sugar and sweets,12,2020,2020,Mid point of prediction interval,3.3
Sugar and sweets,12,2020,2020,Upper bound of prediction interval,3.5
Cereals and bakery products,7,2019,2020,Lower bound of prediction interval,-10.6
Cereals and bakery products,7,2019,2020,Mid point of prediction interval,-0.4
Cereals and bakery products,7,2019,2020,Upper bound of prediction interval,11.7
Cereals and bakery products,8,2019,2020,Lower bound of prediction interval,-9.4
Cereals and bakery products,8,2019,2020,Mid point of prediction interval,-0.1
Cereals and bakery products,8,2019,2020,Upper bound of prediction interval,10.5
Cereals and bakery products,9,2019,2020,Lower bound of prediction interval,-8.4
Cereals and bakery products,9,2019,2020,Mid point of prediction interval,0
Cereals and bakery products,9,2019,2020,Upper bound of prediction interval,9.5
Cereals and bakery products,10,2019,2020,Lower bound of prediction interval,-8.1
Cereals and bakery products,10,2019,2020,Mid point of prediction interval,-0.4
Cereals and bakery products,10,2019,2020,Upper bound of prediction interval,7.8
Cereals and bakery products,11,2019,2020,Lower bound of prediction interval,-7.3
Cereals and bakery products,11,2019,2020,Mid point of prediction interval,-0.8
Cereals and bakery products,11,2019,2020,Upper bound of prediction interval,6.1
Cereals and bakery products,12,2019,2020,Lower bound of prediction interval,-6.7
Cereals and bakery products,12,2019,2020,Mid point of prediction interval,-1.2
Cereals and bakery products,12,2019,2020,Upper bound of prediction interval,4.8
Cereals and bakery products,1,2020,2020,Lower bound of prediction interval,-6.7
Cereals and bakery products,1,2020,2020,Mid point of prediction interval,-2.3
Cereals and bakery products,1,2020,2020,Upper bound of prediction interval,2.6
Cereals and bakery products,2,2020,2020,Lower bound of prediction interval,-4.4
Cereals and bakery products,2,2020,2020,Mid point of prediction interval,-0.6
Cereals and bakery products,2,2020,2020,Upper bound of prediction interval,3.5
Cereals and bakery products,3,2020,2020,Lower bound of prediction interval,-2.5
Cereals and bakery products,3,2020,2020,Mid point of prediction interval,0.7
Cereals and bakery products,3,2020,2020,Upper bound of prediction interval,4
Cereals and bakery products,4,2020,2020,Lower bound of prediction interval,-1.1
Cereals and bakery products,4,2020,2020,Mid point of prediction interval,1.5
Cereals and bakery products,4,2020,2020,Upper bound of prediction interval,4.2
Cereals and bakery products,5,2020,2020,Lower bound of prediction interval,3.9
Cereals and bakery products,5,2020,2020,Mid point of prediction interval,6.2
Cereals and bakery products,5,2020,2020,Upper bound of prediction interval,8.7
Cereals and bakery products,6,2020,2020,Lower bound of prediction interval,3.4
Cereals and bakery products,6,2020,2020,Mid point of prediction interval,5.2
Cereals and bakery products,6,2020,2020,Upper bound of prediction interval,7
Cereals and bakery products,7,2020,2020,Lower bound of prediction interval,2.7
Cereals and bakery products,7,2020,2020,Mid point of prediction interval,4
Cereals and bakery products,7,2020,2020,Upper bound of prediction interval,5.3
Cereals and bakery products,8,2020,2020,Lower bound of prediction interval,2
Cereals and bakery products,8,2020,2020,Mid point of prediction interval,2.8
Cereals and bakery products,8,2020,2020,Upper bound of prediction interval,3.7
Cereals and bakery products,9,2020,2020,Lower bound of prediction interval,1.5
Cereals and bakery products,9,2020,2020,Mid point of prediction interval,2.1
Cereals and bakery products,9,2020,2020,Upper bound of prediction interval,2.8
Cereals and bakery products,10,2020,2020,Lower bound of prediction interval,1.8
Cereals and bakery products,10,2020,2020,Mid point of prediction interval,2.2
Cereals and bakery products,10,2020,2020,Upper bound of prediction interval,2.6
Cereals and bakery products,11,2020,2020,Lower bound of prediction interval,2
Cereals and bakery products,11,2020,2020,Mid point of prediction interval,2.3
Cereals and bakery products,11,2020,2020,Upper bound of prediction interval,2.5
Cereals and bakery products,12,2020,2020,Lower bound of prediction interval,2
Cereals and bakery products,12,2020,2020,Mid point of prediction interval,2.2
Cereals and bakery products,12,2020,2020,Upper bound of prediction interval,2.3
Nonalcoholic beverages,7,2019,2020,Lower bound of prediction interval,-5
Nonalcoholic beverages,7,2019,2020,Mid point of prediction interval,-0.6
Nonalcoholic beverages,7,2019,2020,Upper bound of prediction interval,3.9
Nonalcoholic beverages,8,2019,2020,Lower bound of prediction interval,-4.8
Nonalcoholic beverages,8,2019,2020,Mid point of prediction interval,-0.7
Nonalcoholic beverages,8,2019,2020,Upper bound of prediction interval,3.7
Nonalcoholic beverages,9,2019,2020,Lower bound of prediction interval,-4.4
Nonalcoholic beverages,9,2019,2020,Mid point of prediction interval,-0.5
Nonalcoholic beverages,9,2019,2020,Upper bound of prediction interval,3.5
Nonalcoholic beverages,10,2019,2020,Lower bound of prediction interval,-3.4
Nonalcoholic beverages,10,2019,2020,Mid point of prediction interval,0.3
Nonalcoholic beverages,10,2019,2020,Upper bound of prediction interval,4.2
Nonalcoholic beverages,11,2019,2020,Lower bound of prediction interval,-3.2
Nonalcoholic beverages,11,2019,2020,Mid point of prediction interval,0.2
Nonalcoholic beverages,11,2019,2020,Upper bound of prediction interval,3.7
Nonalcoholic beverages,12,2019,2020,Lower bound of prediction interval,-3.1
Nonalcoholic beverages,12,2019,2020,Mid point of prediction interval,0
Nonalcoholic beverages,12,2019,2020,Upper bound of prediction interval,3.3
Nonalcoholic beverages,1,2020,2020,Lower bound of prediction interval,-3.3
Nonalcoholic beverages,1,2020,2020,Mid point of prediction interval,-0.5
Nonalcoholic beverages,1,2020,2020,Upper bound of prediction interval,2.5
Nonalcoholic beverages,2,2020,2020,Lower bound of prediction interval,-1.7
Nonalcoholic beverages,2,2020,2020,Mid point of prediction interval,0.9
Nonalcoholic beverages,2,2020,2020,Upper bound of prediction interval,3.6
